D_vals,q1,q2,m_vals
0.001837109366148882,0.10000760118836728,0.10003197458806931,0.1
0.001710107466958705,0.11795768345294602,0.11798506798822525,0.11794871794871796
0.0015922864952411984,0.13590776571752478,0.1359378104132812,0.13589743589743591
0.0014830845603329818,0.1538578479821035,0.15389022598816876,0.15384615384615385
0.0013819598543182913,0.17180793024668223,0.17184233825757134,0.1717948717948718
0.0012883917383634457,0.189758012511261,0.18979417018608863,0.18974358974358976
0.0012018815486019151,0.20770809477583974,0.2077457441583929,0.2076923076923077
0.0011219531446293876,0.2256581770404185,0.2256970819793781,0.22564102564102567
0.0010481532244903603,0.24360825930499722,0.24364820487430142,0.2435897435897436
0.0009800514302920726,0.26155834156957597,0.2615991334889174,0.26153846153846155
0.0009172402683515298,0.2795084238341547,0.2795498878896056,0.2794871794871795
0.000859334867150369,0.2974585060987335,0.2975004875634908,0.2974358974358975
0.0008059725954213207,0.31540858836331215,0.31545095141855645,0.3153846153846154
0.0007568125614942268,0.33335867062789093,0.3334012977837526,0.33333333333333337
0.0007115350136573147,0.3513087528924697,0.35135154440909566,0.35128205128205137
0.0006698406598010267,0.36925883515704844,0.3693017084657633,0.36923076923076925
0.0006314499230589484,0.3872089174216272,0.3872518065461836,0.38717948717948725
0.0005961021485867975,0.4051589996862059,0.4052018546641162,0.40512820512820513
0.0005635547750614787,0.42310908195078467,0.4231518682547306,0.42307692307692313
0.0005335824829658551,0.44105916421536345,0.44110186217467634,0.4410256410256411
0.0005059763302725496,0.4590092464799421,0.45905185070214916,0.458974358974359
0.0004805428847672514,0.4769593287445209,0.47700184753695174,0.476923076923077
0.00045710336096909786,0.49490941100909963,0.49495186580054934,0.4948717948717949
0.00043549276841907105,0.5128594932736784,0.5129019180361198,0.5128205128205129
0.0004155590770197434,0.530809575538257,0.5308520162086001,0.5307692307692308
0.000397162404121281,0.5487596578028359,0.5488021717047272,0.5487179487179488
0.0003801742271572859,0.5667097400674147,0.566752395333075,0.5666666666666668
0.00036447662483619957,0.5846598223319933,0.5847026973240864,0.5846153846153846
0.00034996154918488743,0.6026099045965722,0.602653087330103,0.6025641025641026
0.0003365301301150969,0.6205599868611508,0.6206035744253884,0.6205128205128205
0.0003240920136348494,0.6385100691257296,0.6385541671061495,0.6384615384615385
0.0003125647343492602,0.6564601513903082,0.6565048732905534,0.6564102564102564
0.00030187312248270494,0.6744102336548871,0.6744557003187416,0.6743589743589744
0.00029194874530057065,0.6923603159194658,0.6924066549528398,0.6923076923076924
0.000282729382508325,0.7103103981840445,0.7103577433769656,0.7102564102564103
0.00027415853495283755,0.7282604804486233,0.7283089711972324,0.7282051282051283
0.0002661849657406535,0.746210562713202,0.7462603434417517,0.7461538461538462
0.0002587622727156263,0.7641606449777808,0.7642118645606312,0.7641025641025642
0.0002518484910995753,0.7821107272423595,0.7821635384259715,0.7820512820512822
0.00024540572499054836,0.8000608095069383,0.8001153683318604,0.8
